raw_text,hasil_preprocessing,text_length
"Murah banget mumpung lagi turun harga diskon jadi 12k an dapet 2 gass

Buruan co sebelum naik 👇
https://t.co/J4iqjELKj3
https://t.co/J4iqjELKj3

kode promo voucher shopeefood gofood grabfood go grab shopee food gojek gratis ongkir malam Minggu malming Filipina https://t.co/zOf9pAOzMa",murah mumpung turun harga diskon 12k dapet gass buruan naik kode promo voucher shopeefood gofood grabfood grab shopee food gojek gratis ongkir malam minggu malming filipina,26
SINCE WHEN 50rm SKRG UDAH JADI 200k????(???? RUPIAH ANJLOK BGT NAJIS,since when 50rm 200k rupiah anjlok najis,7
@urflowgrull Harga semua naik kecuali gaji 🥲,harga naik kecual gaji,4
"Daftar Harga Mobil Listrik Mei 2026, Xpeng Naik Ratusan Juta
https://t.co/vLYiGlgOh4",daftar harga mobil listrik mei xpeng naik ratus juta,9
"Iya kak maaf, mari kita cherish every moment yahh. Gausah menjatuhkan ship lain.. semua kan enjoy bisa liat seventeen rame2.   

Sama-sama halu kan kita,, gausah dibawa pusing. Mending pusingin rupiah makin lemah",maaf mari cherish every moment yahh gausah menjatuh ship enjoy bisa liat seventeen rame2 halu gausah dibawa pusing mending pusingin rupiah lemah,22
"@ARSIPAJA Dihormati dunia tuh kurs nya kuat dong ini makin jongkok wkwk ditambah harga beras pasaran naik, lucu",dihormat dunia kurs kuat jongkok tertawa ditambah harga beras pasar naik lucu,12
"Markas besar judol Hayam Wuruk rontok! Miliaran Rupiah dan tumpukan Dong Vietnam disita.

Baca selengkapnya: https://t.co/4Kga8UR9HV

#judionline #hayamwuruk #markas #matauangvietnam BM https://t.co/cGBdaqiaGq",markas judol hayam wuruk rontok miliar rupiah tumpu vietnam disita baca judionline hayamwuruk markas matauangvietnam,15
"Saksikan selengkapnya #60MenitSpecialReport episode ""HARGA PLASTIK NAIK DRASTIS, PENDAPATAN TERKIKIS"", hari ini pkl 17.30 WIB hanya di @KompasTV!  

📺: https://t.co/rUTSoY8ekA https://t.co/uSdHFesWcJ",saksi milyaranenitspecialreport episode harga plastik naik drastis pendapat terkikis hari pkl wib kompastv,13
"Tgl 28 Maret beli gas 5.5kg 108rb trus dikasih tau kl tgl 30 naik jadi 111 ribu. Lha hari ini pesen naik lagi jadi 130 rb, harga di agen ini",tgl maret beli gas 5kg ribuan trus dikasih tgl naik ribu lha hari pesen naik ribu harga agen,18
IBU  SRI  MULYANI  BETUL - BETUL  MENJAGA   EKONOMI  NEGARA  DAN NILAI  TUKAR  RUPIAH . IBU  SRI  👍🏾,sri mulyan menjaga ekonomi negara nilai tukar rupiah sri setuju,10
"usaha yg modalna 20jt tuh jadinya bkal kecil bgt kak. plan buat kembanginnya nnti gmn? blm lagi resiko gede, dipalak ormas, rupiah mkin melemah, dll. better bljr basing trs apply kerja di LN. atau klo mau km ambil kuliah dlu biar kerjany nnti lbih gmpang dpet di posisi yg bgus",usaha modalna jutaan bkal plan kembanginnya nnti belum resiko gede dipalak ormas rupiah mkin melemah better bljr basing apply kerja ambil kuliah dlu biar kerjany nnti lbih gmpang dpet posis bgus,31
"butuh plastik? beli di saya aja mas. lengkap, semua jenis plastik ada. harga naik dikit tapi masih terjangkau. 
@higaenbana https://t.co/e26RFELqmr",butuh plastik beli lengkap jenis plastik harga naik dikit masih terjangkau,11
"@tanyarlfes nabung doang kan bukan spekulasi? gapapa. proyek pemerintah makin banyak, defisit APBN makin gede, rupiah kurang meyakinkan kedepannya. buat transaksi aja udah

klo mau cari reksadana USD, mayan dapet return",nabung spekulasi_negated gapapa proyek pemerintah defisit apbn gede rupiah kedepannya transaks cari reksadana dolar mayan dapet return,17
"🔥 SIAPKAN SQUAD TERBAIKMU! 🔥

Polres Ngawi kembali menghadirkan ajang bergengsi bagi para pecinta game esports melalui *MOBILE LEGENDS KAPOLRES CUP NGAWI 2026* 🏆🎮

Tunjukkan skill, strategi, dan kekompakan timmu untuk menjadi yang terbaik serta raih total hadiah jutaan rupiah https://t.co/h1cBHePlgT",siap squad terbaikmu polres ngawi menghadir ajang bergengs pecinta game esports mobile legends kapolres cup ngawi tunjuk skill strategi kekompa timmu terbaik raih total hadiah jutaan rupiah,27
"Semua harga pada naik, gaji gue ga naik. Apa gue naik anjing aja naik anjing??",harga naik gaji naik_negated naik anjing naik anjing,8
"disaat harga plastik naik, aku malah nemu mie ayam 10rb dengan pemandangan secantik ini 😭🍜✨  
angin sepoi-sepoi, view-nya bikin betah, makan mie ayam jadi berasa healing 🤍 https://t.co/0XORPvjR2q",disaat harga plastik naik nemu mie ayam ribuan pemandang secantik sedih angin sepoi view bikin betah makan mie ayam berasa healing,21
"Create jimel sekarang susah atau aku saja yang diberi kesulitan?
Takut banget harga acc naik karena susah buat jimel []",create jimel susah kesulit takut harga acc naik susah jimel,10
"LAPORAN KHUSUS: Harga Dexlite Naik Picu Antrean Solar Subsidi di Balikpapan, Truk Mengular 1,3 Kilometer di SPBU KM 13 dan KM 15 https://t.co/2lbb6cxqfE https://t.co/2lbb6cxqfE",lapor khusus harga dexlite naik picu antre solar subsidi balikpap truk mengular kilometer spbu,14
"Harga Nintendo Switch 2 Naik per September 2026, Ini Penyebabnya https://t.co/Am3PyUOErT",harga nintendo switch naik september penyebabnya,6
@indepenSumatera Kurs rupiah dl 1$ US sekitar 1300 - 1500 pd zaman Soeharto sekarang 16.000 lebih. Bgmn kita bilang negara Indonesia semakin maju nilai rupiah semakin kecil!?,kurs rupiah zaman soeharto bgmn bilang negara indonesia maju nilai rupiah,11
Ya Allah aku minta rupiah menguat,allah rupiah menguat,3
"Mazie Hirono, Senator Demokrat Amerika Serikat:
 
Harga bensin sudah naik 50 persen sejak bulan Februari hingga sekarang. Inflasi juga meningkat dengan sangat tajam.
 
Harga solar yang mahal pun membuat biaya pengiriman barang-barang kebutuhan sehari-hari menjadi lebih mahal.
 
Dan semua ini terjadi karena perang ilegal yang dilancarkan Trump melawan Iran.",mazie hirono senator demokrat amerika serikat harga bensin sudah naik persen bulan februar inflasi meningkat tajam harga solar mahal biaya pengirim barang kebutuhan sehar hari mahal perang ilegal dilancar trump melaw iran,32
"katanye pengen kaya iran, rupiah ke usd 17rb aje tereak2",katanye pengen kaya iran rupiah dolar ribuan aje tereak2,9
"@gemistale ini lebih worth it di aku untuk nominal 5jt ke atas kak wkwk, buat ngamanin rupiah juga hahaha",worth nominal jutaan tertawa ngamanin rupiah tertawa,7
"@agannyi @misserizka Bkn nya kalau banyak duit , mesti nya gk perlu ngeluh gk sih.. 

Contoh misalkan aku punya uang 1T, kayanya harga sembako naik kek apapun gk ngerasa pasti nya 😌",bkn duit mesti perlu ngeluh contoh punya uang triliun kayanya harga sembako naik apapun ngerasa,15
@wonuthecats inflasi rupiah lagi mahal,inflasi rupiah mahal,3
Anjing harga hp naik mulu dah,anjing harga naik mulu sudah,5
@Yuyunsuga93 @janeptrciaa jahat bgt sampe naik gitu harga nya 😭 gue juga nyari LS tapi kalo harga segitu ga ngotak bjir 😭😭,jahat naik harga sedih nyari harga segitu ngotak_negated bjir sedih,10
"@ichbinSyafiq Pung pang pung pang pun, aku dah malas nak bayar mahal2 spek ntahpape. Lps tu hadap servis substandard. 

Maintain je la kereta 20 tahun aku ni, kepala pun tak pening. Brp ramai bangkrap pasal kereta ni…

Semua pun dah naik harga, nilai duit makin susut.",pung pang pung pang sudah malas nak bayar mahal2 spek ntahpape lps hadap servis substandard maintain kereta tahun kepala pening brp ramai bangkrap pasal kereta sudah naik harga nilai duit susut,31
Yellowfit sama healthygo naik harga 😔,yellowfit healthygo naik harga sedih,5
@norriys tapi rupiah turun dd... 😭,rupiah turun sedih,3
"@KapudS640 Begok. Kalo lu pinjam dalam bentuk emas, lu balikin juga dalam bentuk emas. Atau kalo  lu mau balikan dalam bentuk uang atau apapun, kembalikan dengan nilai yang setara saat ini. Inget ya, selain harga emas naik, itung juga inflasi nilai rupiah jaman dulu",begok pinjam bentuk emas balikin bentuk emas bali bentuk uang apapun kembali nilai setara inget harga emas naik itung inflasi nilai rupiah jaman,23
"in this economy, masih akan terus merekomendasikan nabung valas/valuta asing untuk menstabilkan value di tabungan kita 😬

jangan sampe cuma bisa marah2 pas rupiah turun 😩😔 https://t.co/pvfy3OjuyR",this economy masih merekomendasi nabung valas valuta asing menstabil value tabung jangan bisa marah2 pas rupiah turun sedih,18
Ini harga ikan lagi naik kah?? Biasa beli tongkol ukuran sedang yang sekilo isi 5-6 ekor tu 38-40k/kg. Ini tadi beli sekilo 60k 😌😌,harga ikan naik kah beli tongkol ukuran sekilo isi ekor 40k beli sekilo 60k,14
@Istrisahjoong boleh tambahin dikit ga kayanya harga capcin naik 😔🥺,tambahin dikit kayanya_negated harga capcin naik sedih,7
@Gendoet3G kalo udah naik ga akan turun tuh. alesan penjual aja si manfaatin keadaan untuk naikin harga.,naik tidak turun alesan penjual manfaatin naikin harga,8
"Skandal Maut! Kematian Janggal Haerul Saleh: Tragedi ‘Biasa’ atau Upaya Menghilangkan Saksi Kunci Triliunan Rupiah
https://t.co/rDf42V1YKp",skandal maut kemati janggal haerul saleh traged upaya menghilang saksi kunci triliun rupiah,13
@RAryaBaribin @BangPino__ @Jangkrikgengg15 Bisa menstabilkan rupiah tapi ekonomi belum membaik sepenuhnya,bisa menstabil rupiah ekonomi membaik_negated sepenuhnya,6
"Rupiah tenang, ekonomi Indonesia tetap kuat—bukan krisis, lihat fakta! https://t.co/md2RLnWj5O",rupiah tenang ekonomi indonesia kuat krisis_negated lihat fakta,8
Thats crazy because 10 million rupiah is like 800 pounds lol isnt it like 1 in 5 people you know have at least 800 pounds,thats crazy because million rupiah like pounds tertawa isnt like people you know have least pounds,16
"Jangan ambil emas dan saham kalo mau diambil akhir tahun ini. Soalnya emas sekarang buybacknya nggak besar, aku beli awal tahun itu turun banyak sekarang. 
Saham apalagi indo banyak yg sekarang naik turun. IHSG masih belum bagus. Plus nilai tukar rupiah sekarang 😔 ambil rdpu aja",ambil_negated emas saham diambil tahun emas buybacknya tidak beli tahun turun saham indo naik turun ihsg masih bagus_negated plus nilai tukar rupiah sedih ambil rdpu,25
"@Rudiyanto_zh Faktor2 yang mempengaruhi GDP:
- Konsumsi
- Government spending
- Neraca export import
- Investasi

Indonesia yang masih PR di investasi. Neraca export import justru naik. Dengan melemahnya rupiah, mendorong negara mau gamau jadi lebih banyak export daripada import.",faktor2 mempengaruh gdp konsums government spending neraca export import investasi indonesia masih investasi neraca export import naik melemahnya rupiah mendorong negara gamau export import,24
"@thoriqmm @penempaan Dibaca ga berapa rupiah ""kenaikan gaji"" nya?",dibaca tidak rupiah kenaikan gaji,5
"Coba kita urut lagi: Tech Bros vs Guru di Kasus Nadiem dan Ibam

Kasus ini berpusat pada dugaan korupsi pengadaan laptop Chromebook dan Chrome Device Management (CDM) di Kemendikbudristek era Nadiem Makarim (2019–2024). Proyek digitalisasi pendidikan senilai triliunan rupiah ini dituding melanggar prosedur, menguntungkan vendor tertentu (terkait Google), dan menyebabkan kerugian negara. Terdakwa utama termasuk Nadiem sendiri dan Ibrahim Arief alias Ibam, seorang konsultan teknologi muda yang direkrut sebagai bagian dari tim talenta tech untuk mempercepat transformasi pendidikan.

Ibam, mantan engineer Bukalapak yang menolak tawaran gaji besar dari Facebook di Inggris untuk mengabdi negara, menjadi simbol perdebatan. Jaksa menuntutnya 15–22 tahun penjara plus denda besar (meski belum terbukti aliran dana langsung ke dirinya), sementara vonis dijadwalkan sekitar 12 Mei 2026. Nadiem menghadirkan saksi guru dari Aceh hingga Papua yang bersaksi positif, bahwa Chromebook mengubah cara mengajar di daerah terpencil.",urut tech bros guru nadiem ibam berpusat dugaan korups pengada laptop chromebook chrome device management cdm kemendikbudristek era nadiem makarim proyek digitalisas pendidi senilai triliun rupiah dituding melanggar prosedur menguntung vendor terkait google menyebab kerugi negara terdakwa utama nadiem ibrahim arief alias ibam konsult teknolog muda direkrut tim talenta tech mempercepat transformas pendidi ibam mantan engineer bukalapak menolak tawar gaji facebook inggris mengabd negara simbol perdebat jaksa menuntutnya tahun penjara plus denda terbukti_negated aliran dana langsung vonis dijadwal mei nadiem menghadir saksi guru aceh papua bersaks positif chromebook mengubah mengajar daerah terpencil,92
"@valenttt____ Kalau rupiah turun, s&amp;p dan hang seng merah, tp 2% aja udah cukup, ga berani ambil risiko",rupiah turun hang seng merah berani_negated ambil risiko,8
"@LambeSahamjja Dalam waktu singkat, kebijakan ini berhasil menguatkan rupiah, menstabilkan inflasi, dan merestrukturisasi perbankan yang kolaps. 🇺🇸🇮🇩 🤣",singkat kebijakan berhasil menguatk rupiah menstabil inflasi merestrukturisas perban kolaps indonesia,11
Ya Allah rupiah memang ga ada harga dirinya. Bisa2nya cuma 3 dolar doang😩pdhl tu 3 dolar dah bisa beli buku😔,allah rupiah tidak harga bisa2nya dolar pdhl dolar sudah bisa beli buku sedih,13
"@Hidayatcahya1 @TXTRRQ_ Padahal banyak case barang bekas kalo antik, atau punya value juga pasti harganya naik, ni Albert valuenya gamungkin turun jir dikasih harga yang sama kek pas ngejual Albert mah gass aja, aneh emang eipi",case barang bekas antik punya value harganya naik albert valuenya gamungkin turun jir dikasih harga pas ngejual albert mah gass aneh eipi,22
"Dolar Seret, Rupiah Lesu

Tekanan pada nilai tukar rupiah kemungkinan belum akan mereda dalam waktu dekat. Kebutuhan akan dolar AS bakal semakin menekan kurs rupiah. Di lain pihak, stok dolar AS di dalam negeri menipis lantaran tingginya kebutuhan pembayaran internasional dari pemerintah maupun korporasi.

Simak selengkapnya di program Jelasin Dong! Setiap Sabtu, pukul 14.00 WIB di Youtube Tempodotco dan Spotify Jelasin Dong!

#JelasinDong #Tempodotco",dolar seret rupiah lesu tekan nilai tukar rupiah belum mereda kebutuhan dolar mene kurs rupiah stok dolar negeri menipis lantar tingginya kebutuhan pembayar internasional pemerintah korporas simak program jelasin sabtu wib youtube tempodotco spotify jelasin jelasindong tempodotco,37
"ANTARA -  ANTARA -  Penjualan PS5 anjlok usai harga naik, Sony konfirmasi pengembangan PS6 https://t.co/shdhkdG0zd https://t.co/19InIAmm6F",penjual ps5 anjlok harga naik sony konfirmas pengembang ps6,9
"Harga Shell V-Power Diesel melonjak. Isi penuh Fortuner dan Pajero Sport kini tembus Rp 2 juta, naik drastis dari sebelumnya. https://t.co/EWRwBiA4hj",harga shell power diesel melonjak isi penuh fortuner pajero sport tembus juta naik drastis,14
"Saatnya JAWARA!!! 
⁣⁣
Yuk uji ketelitian Sahabat dan coba tebak ada berapa jumlah mobil dan motor di gambar ini 👀🚗🏍️⁣⁣

Siapa tahu kamu jadi salah satu pemenang dengan hadiah E-Wallet total SATU JUTA RUPIAH! 💸⁣⁣

⁣⁣Syaratnya bisa ikutin mekanisme berikut:⁣⁣⁣⁣⁣

1. Follow akun Instagram, Facebook, X @adirafinanceid, serta subscribe Youtube Adira Finance.⁣⁣
2. Like dan repost/share postingan ini ke story atau retweet untuk X.⁣⁣
3. Like dan komentar di 5 postingan terakhir sebelum ini.⁣⁣
4. Tulis jawabanmu di kolom komentar postingan ini, lalu share postingan ini ke IGS kamu dan tag akun Adira Finance.⁣⁣
5. Ajak dan mention 3 Sahabat kamu untuk ikutan, sertakan juga hashtag #AdiraFinance #Jawara.⁣⁣
6. Pastikan akun media sosial Sahabat tidak dikunci.⁣⁣
7. Periode kuis: 10-24 Mei 2026.⁣⁣
8. Keputusan juri tidak dapat diganggu gugat.⁣⁣
⁣⁣
🎁 10 orang pemenang terpilih akan mendapatkan E-Wallet Rp100.000/orang dan diumumkan pada 31 Mei 2026.⁣⁣
⁣⁣
Yuk langsung jawab di kolom komentar dan semoga beruntung ya Sahabat! 🤩⁣⁣⁣⁣⁣

#AdiraFinance #AdirainAja #Jawara",jawara uji keteliti sahabat tebak mobil motor gambar salah pemenang hadiah wallet total juta rupiah syaratnya bisa ikutin mekanisme follow akun instagram facebook subscribe youtube adira finance like repost share posting story like komentar posting tulis jawabanmu kolom komentar posting share posting igs tag akun adira finance ajak mention sahabat ikutan serta hashtag adirafinance jawara pasti akun media sosial sahabat dikunci_negated periode kuis mei keputus juri dapat_negated diganggu gugat orang pemenang terpilih wallet rupiah orang diumum mei langsung kolom komentar semoga beruntung sahabat adirafinance adirainaja jawara,86
"RUPIAH MELEMAH? INI FAKTANYA!

JANGAN PANIK, LIHAT DATA &amp; FAKTANYA https://t.co/Ma0qP2wP18",rupiah melemah faktanya panik_negated lihat data faktanya,7
"@ARSIPAJA Namun rakyat masih merasakan kontradiksi atau paradoksnya, panen raya beras stok berlimpah tapi harga masih naik. Petani masih menanggung beban harga pupuk dan obat, lalu yang siapa yang sedang menikmati swasembada pangan tersebut.",rakyat masih merasa kontradiks paradoksnya panen raya beras stok berlimpah harga masih naik petan masih menanggung beban harga pupuk obat menikmat swasembada pangan,23
"Rupiah lagi diuji banget belakangan ini. Ngaak perlu panik berlebih, tapi emang udah saatnya lebih milih-milih mana yang kebutuhan mana yang keinginan.",rupiah diuji ngaak perlu panik berlebih milih kebutuhan,8
"Harga BBM diesel di SPBU Pertamina, Shell, BP, dan Vivo kompak naik. Shell V-Power Diesel kini tembus Rp 30.890 per liter. https://t.co/05vSKbjhh5",harga bahan_bakar_minyak diesel spbu pertamina shell vivo kompak naik shell power diesel tembus liter,14
"@Inkaiserin 5 miliar rupiah
terus aku beli RTX 5070 Frieren",miliar rupiah beli rtx frieren,5
"Gara² org ini, nilai mata uang rupiah jd tdk ada harga dirinya. Org ini, bisanya hny nyiksa org lain. Mulai dari toko, warung &amp; pabrik banyak yg bankrut. Karyawan banyak yg diphk. Pengangguran tambah banyak. Sy harap bln 7/2026, rupiah turun Rp. 18 ribu, biar ia turun ! #Jisdor https://t.co/GzohYBqYnq",gara orang nilai mata uang rupiah tidak harga orang bisanya hny nyiksa orang toko warung pabrik bankrut karyaw diphk penganggur harap bln rupiah turun ribu biar turun jisdor,28
